"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"Pakistan","New Zealand","M","low","home","New Zealand","bat",213,"0","0","0","lost"
"New Zealand","England","M","low","home","England","field",196,"0","0","0","lost"
"India","New Zealand","M","medium","away","New Zealand","field",112,"0","0","0","lost"
"India","Australia","F","low","home","India","bat",194,"0","0","0","won"
"Pakistan","England","M","low","home","England","bat",230,"1","0","0","lost"
"Bangladesh","England","M","medium","away","Bangladesh","bat",232,"0","0","0","won"
"England","New Zealand","M","medium","away","New Zealand","field",267,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","field",128,"1","0","0","won"
"New Zealand","Australia","F","high","home","Australia","field",206,"0","0","0","lost"
"Australia","West Indies","M","high","home","Australia","bat",216,"1","0","0","won"
"New Zealand","India","M","low","home","India","field",300,"1","0","0","lost"
"Australia","India","F","low","home","India","field",173,"0","0","0","lost"
"India","Australia","M","low","home","Australia","bat",222,"0","0","0","lost"
"New Zealand","Zimbabwe","M","high","away","Zimbabwe","field",242,"0","0","0","lost"
"Australia","Pakistan","M","medium","home","Australia","field",195,"0","0","0","won"
"South Africa","Australia","M","low","home","Australia","field",245,"1","0","0","lost"
"England","South Africa","M","medium","away","England","bat",182,"0","0","0","won"
"England","New Zealand","M","low","home","New Zealand","field",206,"0","0","0","lost"
"West Indies","Zimbabwe","M","high","away","West Indies","field",217,"0","0","0","won"
"Sri Lanka","West Indies","F","high","home","West Indies","bat",156,"0","0","0","lost"
"Pakistan","New Zealand","M","high","home","New Zealand","field",281,"0","0","0","lost"
"India","Zimbabwe","M","high","away","India","field",218,"1","0","0","won"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",171,"0","0","0","won"
"England","Pakistan","M","medium","home","Pakistan","field",156,"0","0","0","lost"
"England","Sri Lanka","M","high","away","England","bat",280,"0","0","0","won"
"England","South Africa","M","low","home","South Africa","bat",215,"0","0","0","lost"
"India","England","M","low","home","India","bat",223,"0","0","0","won"
"Sri Lanka","India","M","low","home","Sri Lanka","field",238,"1","0","0","won"
"South Africa","Australia","M","low","home","South Africa","field",205,"0","0","0","won"
"West Indies","New Zealand","M","low","home","West Indies","field",116,"0","0","0","won"
"South Africa","Australia","M","low","home","Australia","bat",154,"0","0","0","lost"
"West Indies","Australia","M","low","home","West Indies","bat",290,"0","0","0","won"
"England","West Indies","M","low","home","West Indies","field",276,"0","0","0","lost"
"Sri Lanka","Pakistan","M","medium","home","Sri Lanka","field",197,"0","0","0","won"
"England","New Zealand","M","high","home","England","bat",322,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","field",201,"1","0","0","lost"
"Sri Lanka","India","M","low","home","India","field",204,"1","0","0","lost"
"West Indies","England","M","low","home","West Indies","bat",302,"0","0","0","won"
"New Zealand","Australia","M","low","home","Australia","bat",244,"0","0","0","lost"
"England","Zimbabwe","M","high","away","England","field",134,"0","0","0","won"
"Sri Lanka","Australia","M","low","home","Sri Lanka","field",247,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","bat",200,"0","0","0","lost"
"Australia","South Africa","M","medium","home","South Africa","bat",200,"1","0","0","lost"
"India","West Indies","F","low","home","West Indies","bat",161,"0","0","0","lost"
"Pakistan","West Indies","M","high","away","West Indies","field",194,"0","0","0","lost"
"England","India","F","low","home","India","bat",102,"0","0","0","lost"
"New Zealand","West Indies","F","low","home","West Indies","bat",181,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",233,"1","0","0","lost"
"India","Australia","M","high","home","Australia","bat",258,"1","0","0","lost"
"West Indies","Pakistan","F","low","home","Pakistan","field",92,"0","0","0","lost"
"Sri Lanka","West Indies","M","high","away","West Indies","field",86,"0","0","0","lost"
"South Africa","India","M","low","home","South Africa","bat",248,"1","0","0","won"
"New Zealand","Australia","M","low","home","Australia","field",186,"0","0","0","lost"
"India","South Africa","M","low","home","India","bat",267,"1","0","0","won"
"New Zealand","West Indies","M","low","home","West Indies","field",324,"0","0","0","lost"
"England","India","F","low","home","India","bat",131,"0","0","0","lost"
"New Zealand","South Africa","M","medium","away","South Africa","bat",253,"1","0","0","lost"
"Bangladesh","Pakistan","F","low","home","Pakistan","bat",87,"0","0","0","lost"
"Australia","Zimbabwe","M","high","away","Australia","field",239,"0","0","0","won"
"England","Sri Lanka","F","high","away","Sri Lanka","field",277,"0","0","0","lost"
"South Africa","West Indies","F","low","home","West Indies","field",206,"0","0","0","lost"
"India","Australia","F","low","home","Australia","bat",227,"0","0","0","lost"
"Australia","Sri Lanka","M","high","away","Australia","bat",319,"0","0","0","won"
"New Zealand","Australia","F","medium","home","Australia","bat",168,"0","0","0","lost"
"Sri Lanka","West Indies","M","low","home","West Indies","bat",229,"1","0","0","lost"
"Pakistan","West Indies","M","low","home","Pakistan","field",170,"0","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Pakistan","bat",292,"0","0","0","won"
"Pakistan","West Indies","F","high","away","Pakistan","bat",140,"0","0","0","won"
"New Zealand","Australia","F","medium","home","Australia","bat",122,"0","0","0","lost"
"India","New Zealand","M","medium","away","India","bat",230,"0","0","0","won"
"Australia","West Indies","M","high","away","Australia","field",110,"0","0","0","won"
"England","West Indies","M","low","home","England","field",264,"0","0","0","won"
"Sri Lanka","Zimbabwe","M","low","home","Zimbabwe","bat",281,"0","0","0","lost"
"Bangladesh","India","M","medium","away","Bangladesh","bat",283,"1","0","0","won"
"England","Bangladesh","M","medium","home","England","bat",391,"1","0","0","won"
"South Africa","New Zealand","M","low","home","South Africa","field",287,"0","0","0","won"
"India","Pakistan","M","medium","away","Pakistan","bat",176,"1","0","0","lost"
"Bangladesh","Zimbabwe","M","low","home","Zimbabwe","field",156,"0","0","0","lost"
"England","West Indies","M","low","home","England","field",223,"0","0","0","won"
"Bangladesh","West Indies","M","low","home","West Indies","bat",281,"1","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",147,"1","0","0","won"
"England","India","F","low","home","India","field",140,"0","0","0","lost"
"New Zealand","Sri Lanka","M","high","away","New Zealand","field",189,"0","0","0","won"
"India","Sri Lanka","M","high","home","Sri Lanka","field",271,"0","0","0","lost"
"Pakistan","South Africa","M","medium","away","Pakistan","bat",196,"1","0","0","won"
"Zimbabwe","England","M","low","home","Zimbabwe","field",152,"0","0","0","won"
"South Africa","Sri Lanka","M","low","home","South Africa","bat",302,"0","0","0","won"
"Sri Lanka","Pakistan","F","medium","home","Pakistan","field",194,"0","0","0","lost"
"West Indies","Australia","M","low","home","Australia","bat",341,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","West Indies","bat",214,"1","0","0","lost"
"Sri Lanka","South Africa","F","high","home","Sri Lanka","field",139,"0","0","0","won"
"England","Sri Lanka","F","high","away","Sri Lanka","bat",104,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","field",263,"1","0","0","lost"
"New Zealand","India","M","low","home","India","bat",257,"1","1","1","lost"
"Pakistan","West Indies","M","medium","away","West Indies","field",307,"0","0","0","lost"
"India","West Indies","F","high","away","West Indies","field",155,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",160,"0","0","0","won"
"South Africa","New Zealand","M","low","home","South Africa","bat",209,"1","0","0","won"
"England","India","F","high","away","England","bat",139,"0","0","0","won"
"South Africa","India","M","low","home","South Africa","field",183,"1","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","field",163,"1","0","0","won"
"New Zealand","Zimbabwe","M","high","home","Zimbabwe","field",162,"0","0","0","lost"
"England","New Zealand","F","high","away","England","bat",201,"0","0","0","won"
"India","England","F","low","home","India","field",143,"0","0","0","won"
"New Zealand","Australia","F","low","home","New Zealand","bat",130,"0","0","0","won"
"India","Pakistan","M","medium","home","Pakistan","bat",319,"0","0","0","lost"
"India","New Zealand","M","medium","away","New Zealand","field",113,"0","0","0","lost"
"South Africa","West Indies","M","medium","away","West Indies","field",180,"0","0","0","lost"
"India","Australia","M","low","home","Australia","bat",220,"1","0","0","lost"
"Pakistan","Sri Lanka","M","high","away","Sri Lanka","bat",189,"0","0","0","lost"
"England","Sri Lanka","M","medium","away","Sri Lanka","bat",186,"1","0","0","lost"
"England","Australia","M","low","home","Australia","field",171,"0","0","0","lost"
"Australia","India","M","medium","home","India","bat",296,"1","1","1","lost"
"England","New Zealand","F","low","home","New Zealand","bat",201,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","Pakistan","field",179,"1","0","0","won"
"Sri Lanka","India","M","low","home","India","bat",205,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","field",181,"0","0","0","won"
"Zimbabwe","Pakistan","M","low","home","Pakistan","field",209,"0","0","0","lost"
"South Africa","Sri Lanka","M","low","home","South Africa","field",206,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","bat",181,"1","0","0","lost"
"England","Sri Lanka","M","medium","home","Sri Lanka","bat",318,"0","0","0","lost"
"South Africa","Pakistan","M","medium","home","South Africa","bat",280,"1","0","0","won"
"South Africa","England","F","low","home","South Africa","field",300,"0","1","1","won"
"Pakistan","West Indies","M","low","home","Pakistan","field",204,"0","0","0","won"
"Bangladesh","Pakistan","M","medium","away","Bangladesh","bat",151,"0","0","0","won"
"West Indies","Australia","M","low","home","Australia","bat",213,"0","1","1","lost"
"Pakistan","England","M","high","home","England","field",239,"0","0","0","lost"
"India","Pakistan","M","medium","away","Pakistan","bat",300,"1","0","0","lost"
"South Africa","New Zealand","M","low","home","South Africa","bat",201,"1","0","0","won"
"India","Zimbabwe","M","high","away","Zimbabwe","field",265,"1","0","0","lost"
"Australia","India","M","low","away","India","bat",211,"0","0","0","lost"
"England","South Africa","M","medium","home","South Africa","bat",83,"1","0","0","lost"
"England","New Zealand","F","low","home","England","field",206,"0","0","0","won"
"Pakistan","West Indies","M","high","away","Pakistan","bat",266,"0","0","0","won"
"Sri Lanka","India","M","medium","home","Sri Lanka","bat",228,"1","0","0","won"
"Australia","West Indies","M","medium","home","Australia","field",197,"0","0","0","won"
"New Zealand","Australia","M","low","home","Australia","field",159,"0","0","0","lost"
"New Zealand","Pakistan","F","low","home","Pakistan","field",455,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","bat",222,"1","0","0","won"
"South Africa","Sri Lanka","M","low","away","South Africa","field",258,"0","0","0","won"
"England","New Zealand","M","medium","away","New Zealand","bat",210,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","bat",290,"1","0","0","lost"
"Pakistan","West Indies","M","low","home","West Indies","field",202,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","New Zealand","field",112,"0","1","1","won"
"India","England","F","low","home","India","field",71,"0","0","0","won"
"India","New Zealand","F","low","home","New Zealand","bat",148,"0","0","0","lost"
"Sri Lanka","West Indies","M","high","away","Sri Lanka","field",248,"0","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","field",241,"0","0","0","lost"
"Pakistan","South Africa","M","low","home","Pakistan","bat",192,"1","0","0","won"
"New Zealand","South Africa","M","medium","away","South Africa","bat",300,"1","0","0","lost"
"New Zealand","South Africa","M","low","home","South Africa","field",225,"1","0","0","lost"
"West Indies","Sri Lanka","F","low","home","Sri Lanka","field",168,"0","1","1","lost"
"Pakistan","West Indies","M","low","home","Pakistan","field",202,"0","0","0","won"
"Bangladesh","Zimbabwe","M","low","home","Zimbabwe","bat",198,"0","0","0","lost"
"South Africa","New Zealand","M","low","home","South Africa","field",248,"0","0","0","won"
"West Indies","Australia","M","low","home","West Indies","bat",282,"0","0","0","won"
"England","Pakistan","M","medium","home","England","field",154,"0","0","0","won"
"England","India","F","high","away","India","bat",112,"0","0","0","lost"
"Zimbabwe","Pakistan","M","low","home","Pakistan","bat",344,"0","1","1","lost"
"Pakistan","Zimbabwe","M","medium","away","Zimbabwe","field",262,"0","0","0","lost"
"England","New Zealand","F","low","home","England","bat",144,"0","0","0","won"
"Pakistan","Bangladesh","M","low","home","Bangladesh","bat",222,"1","0","0","lost"
"Pakistan","New Zealand","M","low","home","Pakistan","bat",277,"0","0","0","won"
"Australia","Pakistan","M","low","away","Australia","bat",192,"0","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","field",188,"0","0","0","lost"
"West Indies","England","M","low","home","West Indies","field",145,"0","0","0","won"
"Australia","New Zealand","M","medium","home","Australia","bat",221,"1","0","0","won"
"Australia","West Indies","M","high","away","Australia","bat",207,"1","0","0","won"
"South Africa","Australia","F","high","home","South Africa","field",256,"0","0","0","won"
