"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"Australia","England","F","medium","home","Australia","bat",209,"0","0","0","won"
"England","India","F","low","home","England","field",126,"0","1","1","won"
"Australia","West Indies","M","medium","home","Australia","bat",269,"1","0","0","won"
"England","West Indies","M","high","home","England","field",286,"0","0","0","won"
"Sri Lanka","India","M","low","home","India","bat",307,"1","0","0","lost"
"England","New Zealand","F","low","home","England","bat",222,"0","0","0","won"
"India","Pakistan","M","medium","away","Pakistan","bat",261,"1","0","0","lost"
"Zimbabwe","England","M","low","home","England","bat",263,"0","0","0","lost"
"Pakistan","Sri Lanka","M","low","away","Pakistan","bat",313,"1","0","0","won"
"Pakistan","South Africa","F","low","away","South Africa","field",94,"1","0","0","lost"
"Australia","New Zealand","F","high","away","Australia","bat",77,"0","0","0","won"
"Zimbabwe","South Africa","M","low","home","South Africa","bat",239,"0","0","0","lost"
"Pakistan","Sri Lanka","M","high","away","Sri Lanka","bat",253,"1","0","0","lost"
"Pakistan","South Africa","M","low","home","South Africa","bat",197,"1","0","0","lost"
"India","New Zealand","M","medium","away","New Zealand","field",264,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","Australia","bat",214,"0","0","0","won"
"Australia","Zimbabwe","M","high","away","Zimbabwe","field",266,"0","0","0","lost"
"Pakistan","Zimbabwe","M","medium","away","Pakistan","bat",278,"1","0","0","won"
"Pakistan","England","M","low","home","Pakistan","field",211,"1","0","0","won"
"West Indies","Pakistan","M","low","home","West Indies","bat",213,"0","0","0","won"
"England","Zimbabwe","M","low","away","Zimbabwe","bat",161,"0","0","0","lost"
"England","India","M","high","home","England","bat",213,"0","0","0","won"
"India","Sri Lanka","F","medium","home","Sri Lanka","bat",93,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","field",194,"0","0","0","won"
"Sri Lanka","Bangladesh","M","medium","home","Bangladesh","bat",190,"1","0","0","lost"
"England","New Zealand","F","low","home","New Zealand","bat",126,"1","0","0","lost"
"New Zealand","Pakistan","M","low","home","New Zealand","field",229,"0","0","0","won"
"South Africa","Pakistan","M","medium","home","South Africa","field",114,"0","0","0","won"
"Australia","England","F","low","home","Australia","bat",240,"0","0","0","won"
"Sri Lanka","Zimbabwe","M","high","away","Sri Lanka","bat",256,"0","0","0","won"
"India","Pakistan","M","low","away","India","bat",189,"0","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Sri Lanka","bat",192,"0","0","0","won"
"New Zealand","England","F","low","home","New Zealand","bat",220,"0","0","0","won"
"Bangladesh","South Africa","M","low","home","Bangladesh","bat",178,"0","0","0","won"
"Australia","South Africa","M","medium","home","Australia","bat",235,"1","0","0","won"
"New Zealand","Australia","M","low","home","New Zealand","bat",229,"0","0","0","won"
"England","India","F","high","home","England","field",193,"0","1","1","won"
"India","Pakistan","M","medium","away","India","bat",188,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",158,"0","0","0","lost"
"South Africa","Australia","M","low","home","Australia","bat",434,"0","0","0","lost"
"India","Sri Lanka","M","medium","away","India","field",187,"0","0","0","won"
"England","New Zealand","M","low","home","New Zealand","field",224,"0","0","0","lost"
"Australia","West Indies","F","low","home","Australia","bat",275,"0","0","0","won"
"Pakistan","Sri Lanka","F","high","away","Sri Lanka","bat",242,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","field",231,"0","0","0","won"
"West Indies","India","M","low","home","India","field",248,"0","0","0","lost"
"Pakistan","Zimbabwe","M","low","home","Pakistan","bat",216,"0","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","bat",142,"0","1","1","lost"
"India","West Indies","M","low","home","India","field",221,"0","0","0","won"
"Sri Lanka","West Indies","M","medium","away","West Indies","field",188,"1","0","0","lost"
"South Africa","Sri Lanka","F","low","home","Sri Lanka","field",274,"0","0","0","lost"
"Australia","West Indies","M","medium","home","West Indies","bat",252,"0","0","0","lost"
"West Indies","India","M","low","home","India","field",289,"0","0","0","lost"
"Australia","Pakistan","M","low","away","Pakistan","bat",117,"0","0","0","lost"
"Australia","West Indies","F","high","home","West Indies","bat",220,"0","0","0","lost"
"Sri Lanka","New Zealand","M","medium","home","New Zealand","field",221,"0","0","0","lost"
"Pakistan","Zimbabwe","M","low","home","Zimbabwe","bat",237,"0","0","0","lost"
"Zimbabwe","Bangladesh","M","low","home","Zimbabwe","field",246,"0","0","0","won"
"Sri Lanka","West Indies","M","high","away","Sri Lanka","field",236,"0","0","0","won"
"South Africa","India","F","high","home","South Africa","bat",80,"0","0","0","won"
"West Indies","Zimbabwe","M","high","away","Zimbabwe","bat",85,"1","0","0","lost"
"Zimbabwe","England","M","low","home","Zimbabwe","bat",261,"0","0","0","won"
"West Indies","England","M","low","home","West Indies","field",214,"0","0","0","won"
"England","New Zealand","M","high","home","England","bat",234,"0","0","0","won"
"India","Pakistan","M","medium","away","India","bat",238,"0","0","0","won"
"Sri Lanka","England","F","low","home","Sri Lanka","field",206,"0","0","0","won"
"Zimbabwe","Bangladesh","M","low","home","Zimbabwe","field",228,"0","0","0","won"
"Australia","England","F","low","home","Australia","field",106,"0","0","0","won"
"Zimbabwe","India","M","low","home","India","field",213,"0","0","0","lost"
"Zimbabwe","Bangladesh","M","low","home","Bangladesh","bat",151,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","Sri Lanka","field",181,"0","0","0","lost"
"Sri Lanka","West Indies","F","low","home","Sri Lanka","field",191,"0","0","0","won"
"Zimbabwe","Sri Lanka","M","low","home","Zimbabwe","field",248,"0","0","0","won"
"Sri Lanka","Australia","M","low","home","Australia","bat",233,"1","0","0","lost"
"England","South Africa","F","high","away","England","field",77,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","bat",251,"0","0","0","lost"
"South Africa","West Indies","F","low","home","South Africa","field",182,"0","0","0","won"
"Bangladesh","Australia","M","low","home","Bangladesh","bat",124,"0","0","0","won"
"Zimbabwe","Bangladesh","M","low","home","Bangladesh","field",230,"0","0","0","lost"
"Sri Lanka","Australia","M","low","home","Sri Lanka","field",205,"0","1","1","won"
"India","West Indies","M","high","away","West Indies","field",211,"0","0","0","lost"
"Bangladesh","South Africa","M","high","away","Bangladesh","bat",93,"0","0","0","won"
"New Zealand","Pakistan","M","medium","away","Pakistan","field",64,"0","0","0","lost"
"India","Sri Lanka","M","medium","away","India","field",176,"0","0","0","won"
"England","India","M","low","home","England","field",265,"0","0","0","won"
"Sri Lanka","Bangladesh","M","low","home","Bangladesh","field",234,"0","0","0","lost"
"Bangladesh","India","M","medium","home","India","field",99,"0","0","0","lost"
"India","West Indies","M","low","away","West Indies","bat",196,"0","0","0","lost"
"England","West Indies","M","medium","home","West Indies","field",147,"0","0","0","lost"
"India","Bangladesh","F","low","home","India","bat",154,"0","0","0","won"
"India","Australia","M","low","home","Australia","bat",290,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","field",343,"1","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","bat",239,"1","0","0","lost"
"Sri Lanka","West Indies","M","low","home","West Indies","bat",226,"1","0","0","lost"
"Australia","Zimbabwe","M","medium","home","Australia","bat",225,"1","0","0","won"
"Pakistan","South Africa","M","low","home","South Africa","bat",163,"0","0","0","lost"
"India","New Zealand","M","medium","away","India","bat",181,"1","0","0","won"
"South Africa","England","F","low","home","England","field",182,"0","0","0","lost"
"India","Sri Lanka","M","low","home","Sri Lanka","field",245,"0","0","0","lost"
"Australia","New Zealand","M","high","away","Australia","bat",251,"0","0","0","won"
"Pakistan","Sri Lanka","M","high","away","Sri Lanka","bat",270,"0","0","0","lost"
"New Zealand","West Indies","M","high","away","West Indies","field",241,"0","0","0","lost"
"India","West Indies","M","low","home","India","field",278,"0","0","0","won"
"Pakistan","Bangladesh","F","low","home","Bangladesh","bat",123,"0","0","0","lost"
"England","West Indies","M","medium","away","England","field",246,"0","0","0","won"
"India","Pakistan","M","medium","away","India","field",250,"0","0","0","won"
"England","India","M","low","home","England","field",193,"0","0","0","won"
"West Indies","Bangladesh","M","low","home","Bangladesh","bat",118,"0","0","0","lost"
"New Zealand","England","M","low","home","England","field",153,"0","0","0","lost"
"Pakistan","Bangladesh","M","low","home","Pakistan","bat",302,"1","0","0","won"
"Pakistan","Sri Lanka","M","low","home","Sri Lanka","field",205,"0","0","0","lost"
"South Africa","Australia","M","low","home","Australia","bat",286,"1","0","0","lost"
"Australia","England","M","medium","home","England","field",207,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","Pakistan","bat",208,"0","0","0","won"
"Pakistan","West Indies","M","low","home","Pakistan","field",215,"1","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","bat",221,"0","0","0","lost"
"Australia","West Indies","M","medium","home","West Indies","field",271,"0","0","0","lost"
"New Zealand","Sri Lanka","F","high","away","Sri Lanka","field",236,"0","0","0","lost"
"England","New Zealand","M","medium","away","England","bat",296,"0","0","0","won"
"South Africa","Pakistan","M","medium","home","Pakistan","field",215,"1","0","0","lost"
"India","Sri Lanka","M","medium","home","Sri Lanka","bat",214,"0","0","0","lost"
"India","Sri Lanka","F","low","home","Sri Lanka","bat",76,"0","0","0","lost"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",287,"1","0","0","won"
"Australia","West Indies","M","high","away","Australia","bat",273,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","field",176,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","Pakistan","bat",221,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","Pakistan","bat",160,"0","0","0","won"
"Australia","India","M","medium","home","Australia","bat",235,"1","0","0","won"
"New Zealand","Australia","F","medium","home","Australia","bat",209,"0","0","0","lost"
"West Indies","Pakistan","M","low","home","West Indies","field",223,"0","0","0","won"
"England","Pakistan","F","high","away","Pakistan","field",376,"0","0","0","lost"
"New Zealand","Australia","F","low","home","New Zealand","bat",155,"0","0","0","won"
"West Indies","Pakistan","M","low","home","Pakistan","bat",271,"0","0","0","lost"
"England","Australia","M","low","home","England","field",254,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Australia","bat",266,"1","0","0","won"
"Australia","Pakistan","M","medium","away","Australia","bat",202,"0","0","0","won"
"West Indies","Zimbabwe","M","low","away","Zimbabwe","field",173,"0","0","0","lost"
"Australia","West Indies","F","high","away","West Indies","bat",164,"0","0","0","lost"
"India","South Africa","M","high","away","South Africa","field",180,"0","0","0","lost"
"India","West Indies","M","medium","home","India","bat",165,"0","0","0","won"
"Australia","South Africa","M","medium","home","South Africa","field",230,"0","0","0","lost"
"Australia","England","F","high","home","England","bat",167,"0","0","0","lost"
"Sri Lanka","Bangladesh","M","low","home","Sri Lanka","field",108,"0","1","1","won"
"Bangladesh","England","M","low","home","Bangladesh","bat",182,"1","0","0","won"
"India","West Indies","M","low","home","West Indies","field",230,"0","0","0","lost"
"West Indies","Australia","M","low","home","Australia","bat",260,"0","0","0","lost"
"New Zealand","West Indies","M","medium","away","New Zealand","field",216,"0","0","0","won"
"Australia","New Zealand","M","medium","away","New Zealand","field",258,"0","0","0","lost"
"Zimbabwe","New Zealand","M","low","home","Zimbabwe","field",397,"0","0","0","won"
"New Zealand","Zimbabwe","M","high","away","Zimbabwe","bat",252,"0","0","0","lost"
"Bangladesh","New Zealand","M","low","home","New Zealand","bat",250,"1","0","0","lost"
"England","India","F","high","away","India","bat",178,"0","0","0","lost"
"India","Pakistan","M","low","away","India","field",316,"0","0","0","won"
"West Indies","Sri Lanka","M","low","home","Sri Lanka","field",283,"0","0","0","lost"
"Bangladesh","England","M","low","home","Bangladesh","bat",134,"1","0","0","won"
"West Indies","Zimbabwe","M","high","away","Zimbabwe","bat",171,"0","0","0","lost"
"New Zealand","Pakistan","M","low","away","New Zealand","field",191,"0","0","0","won"
"England","Sri Lanka","M","high","home","England","field",204,"0","0","0","won"
"India","New Zealand","M","low","home","New Zealand","bat",349,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","New Zealand","field",136,"0","0","0","won"
"West Indies","England","M","low","home","England","bat",202,"0","0","0","lost"
"Pakistan","India","M","medium","home","India","field",288,"1","0","0","lost"
"India","Australia","M","low","home","India","bat",193,"0","0","0","won"
"India","Bangladesh","M","medium","home","Bangladesh","bat",170,"0","0","0","lost"
"Australia","England","F","low","home","Australia","bat",177,"0","0","0","won"
"England","Sri Lanka","M","high","home","England","bat",333,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","bat",339,"1","0","0","lost"
"India","New Zealand","M","low","home","New Zealand","bat",160,"0","0","0","lost"
"West Indies","South Africa","M","low","home","South Africa","field",287,"0","0","0","lost"
"New Zealand","India","F","high","home","India","field",239,"0","0","0","lost"
"New Zealand","South Africa","M","low","home","New Zealand","field",259,"0","0","0","won"
"India","New Zealand","F","low","home","New Zealand","bat",191,"0","0","0","lost"
"England","Australia","M","medium","home","Australia","field",223,"0","0","0","lost"
"South Africa","West Indies","F","high","away","South Africa","bat",116,"0","0","0","won"
"Sri Lanka","West Indies","F","low","home","West Indies","bat",180,"0","0","0","lost"
"India","Australia","F","low","home","India","field",300,"0","0","0","won"
"India","South Africa","M","low","away","India","field",148,"0","0","0","won"
"West Indies","England","M","low","home","West Indies","field",253,"0","0","0","won"
"Australia","New Zealand","M","low","away","Australia","field",258,"0","0","0","won"
"Sri Lanka","India","M","low","home","India","field",246,"0","0","0","lost"
"England","New Zealand","M","medium","home","England","field",266,"0","0","0","won"
"Australia","India","M","medium","home","India","field",170,"1","0","0","lost"
"Zimbabwe","India","M","low","home","India","field",250,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","field",270,"1","0","0","lost"
"South Africa","Australia","M","low","home","South Africa","field",223,"0","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","field",181,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",203,"1","0","0","lost"
"Zimbabwe","Sri Lanka","M","low","home","Sri Lanka","field",136,"0","0","0","lost"
"England","New Zealand","M","medium","away","New Zealand","bat",199,"1","0","0","lost"
"New Zealand","Sri Lanka","F","low","home","Sri Lanka","bat",126,"0","0","0","lost"
"South Africa","England","F","high","home","England","field",196,"0","0","0","lost"
"South Africa","Australia","M","low","home","South Africa","bat",227,"1","0","0","won"
"Australia","West Indies","M","high","away","Australia","field",252,"0","0","0","won"
"India","England","M","low","home","England","field",205,"0","0","0","lost"
"England","South Africa","M","high","away","England","field",236,"1","0","0","won"
"India","West Indies","M","low","home","West Indies","field",176,"0","0","0","lost"
"Australia","New Zealand","M","medium","home","Australia","bat",261,"1","0","0","won"
"India","Zimbabwe","M","medium","away","India","bat",280,"1","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","field",262,"0","0","0","won"
"West Indies","Zimbabwe","M","low","away","West Indies","field",154,"0","0","0","won"
"England","New Zealand","F","low","home","England","field",161,"0","0","0","won"
"West Indies","Australia","M","low","home","West Indies","bat",249,"0","0","0","won"
"India","West Indies","M","low","home","India","field",196,"0","0","0","won"
"Australia","India","F","high","home","India","bat",252,"1","0","0","lost"
"Pakistan","Zimbabwe","M","low","home","Pakistan","field",252,"0","0","0","won"
"India","Sri Lanka","F","medium","away","Sri Lanka","bat",124,"0","0","0","lost"
"England","New Zealand","F","low","away","England","field",291,"0","0","0","won"
"England","India","M","high","away","India","field",250,"1","0","0","lost"
"South Africa","Sri Lanka","M","low","away","Sri Lanka","field",240,"1","1","1","lost"
"Bangladesh","Pakistan","M","medium","home","Pakistan","bat",284,"0","0","0","lost"
"England","India","F","low","home","England","field",90,"0","0","0","won"
"Zimbabwe","India","M","low","home","Zimbabwe","field",168,"0","0","0","won"
"England","New Zealand","M","medium","away","England","field",199,"0","0","0","won"
"India","Pakistan","M","medium","home","India","field",286,"0","0","0","won"
"South Africa","Sri Lanka","M","low","home","Sri Lanka","bat",221,"1","0","0","lost"
"Zimbabwe","Sri Lanka","M","low","home","Zimbabwe","field",161,"0","0","0","won"
"Australia","West Indies","M","high","away","West Indies","field",192,"0","0","0","lost"
"India","England","M","low","home","England","bat",237,"0","0","0","lost"
"India","New Zealand","F","high","away","New Zealand","field",204,"0","0","0","lost"
"India","South Africa","M","low","home","South Africa","field",223,"0","0","0","lost"
"Australia","England","M","medium","home","Australia","bat",283,"0","0","0","won"
"England","West Indies","M","low","home","West Indies","field",199,"0","0","0","lost"
"Sri Lanka","Pakistan","M","medium","home","Pakistan","bat",122,"1","0","0","lost"
"Australia","West Indies","M","medium","home","West Indies","field",101,"1","0","0","lost"
"Australia","England","M","medium","home","England","bat",155,"1","0","0","lost"
"South Africa","Zimbabwe","M","medium","home","Zimbabwe","bat",211,"1","0","0","lost"
"South Africa","Sri Lanka","F","high","away","Sri Lanka","bat",244,"0","0","0","lost"
"South Africa","Australia","M","low","home","Australia","field",317,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",200,"1","0","0","won"
"Pakistan","South Africa","F","high","away","South Africa","bat",258,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","field",237,"0","0","0","lost"
"England","India","F","high","away","India","bat",61,"0","0","0","lost"
"New Zealand","Australia","F","high","home","New Zealand","bat",174,"0","0","0","won"
"Pakistan","West Indies","M","high","away","West Indies","bat",260,"0","0","0","lost"
"Australia","England","F","high","away","Australia","bat",195,"0","0","0","won"
"South Africa","England","F","low","home","South Africa","bat",157,"0","0","0","won"
"India","Pakistan","M","low","home","Pakistan","bat",278,"0","0","0","lost"
"India","Zimbabwe","M","medium","away","India","field",240,"0","0","0","won"
"India","New Zealand","M","medium","away","India","field",200,"0","0","0","won"
"India","West Indies","M","high","home","West Indies","field",223,"1","0","0","lost"
"West Indies","Zimbabwe","M","low","away","Zimbabwe","bat",244,"0","0","0","lost"
"India","West Indies","M","low","home","West Indies","field",274,"1","0","0","lost"
"Australia","Zimbabwe","M","high","home","Australia","bat",265,"0","0","0","won"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","bat",244,"0","0","0","won"
"Bangladesh","South Africa","M","low","home","Bangladesh","bat",143,"0","0","0","won"
"Pakistan","West Indies","M","low","home","West Indies","field",127,"0","0","0","lost"
"England","South Africa","F","low","home","England","bat",273,"1","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","field",243,"1","0","0","won"
"Bangladesh","New Zealand","M","low","home","New Zealand","bat",224,"0","0","0","lost"
"India","West Indies","M","low","home","India","field",192,"0","0","0","won"
"West Indies","South Africa","M","low","home","West Indies","field",190,"0","0","0","won"
"Pakistan","West Indies","M","medium","away","Pakistan","field",273,"0","0","0","won"
"West Indies","New Zealand","M","low","home","West Indies","field",51,"0","0","0","won"
"India","South Africa","F","high","home","India","bat",114,"1","0","0","won"
"Australia","England","F","high","away","Australia","field",119,"0","0","0","won"
"England","Pakistan","M","medium","home","Pakistan","field",166,"0","1","1","lost"
"England","Sri Lanka","M","medium","away","England","field",193,"0","0","0","won"
"Zimbabwe","Australia","M","low","home","Australia","field",200,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",148,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","bat",196,"0","0","0","lost"
"West Indies","India","M","low","home","West Indies","field",282,"0","0","0","won"
"Australia","New Zealand","M","high","away","Australia","bat",213,"0","0","0","won"
"Pakistan","Zimbabwe","M","low","home","Pakistan","bat",272,"1","0","0","won"
"Australia","New Zealand","F","medium","home","New Zealand","field",222,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","field",204,"0","0","0","lost"
"India","New Zealand","F","high","home","India","bat",182,"0","0","0","won"
"Australia","Pakistan","M","medium","away","Pakistan","bat",266,"0","0","0","lost"
"New Zealand","Australia","F","high","home","Australia","bat",170,"0","0","0","lost"
"India","New Zealand","F","low","away","New Zealand","bat",201,"0","0","0","lost"
"New Zealand","Zimbabwe","M","low","home","Zimbabwe","bat",207,"1","0","0","lost"
"Australia","Bangladesh","M","medium","away","Australia","field",139,"0","0","0","won"
"New Zealand","Australia","M","low","home","New Zealand","bat",194,"0","0","0","won"
"England","South Africa","M","medium","home","South Africa","field",296,"0","0","0","lost"
"England","Australia","M","low","home","England","field",269,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","bat",216,"1","0","0","lost"
"West Indies","Zimbabwe","M","low","home","Zimbabwe","bat",152,"1","0","0","lost"
"England","West Indies","M","medium","away","West Indies","field",211,"1","0","0","lost"
"India","Pakistan","M","high","away","India","bat",273,"0","0","0","won"
"South Africa","Bangladesh","F","low","home","South Africa","field",149,"0","0","0","won"
"New Zealand","India","F","high","home","New Zealand","field",78,"0","0","0","won"
"Pakistan","England","M","high","home","England","bat",249,"0","0","0","lost"
"West Indies","England","M","low","home","England","bat",149,"0","0","0","lost"
"New Zealand","Sri Lanka","M","high","away","Sri Lanka","bat",289,"0","0","0","lost"
"Australia","Pakistan","F","low","home","Australia","bat",220,"0","0","0","won"
"Zimbabwe","New Zealand","M","low","home","Zimbabwe","field",244,"0","0","0","won"
"West Indies","Australia","M","high","home","West Indies","field",322,"0","0","0","won"
"Australia","South Africa","M","medium","home","Australia","bat",247,"1","0","0","won"
"West Indies","Australia","M","low","home","Australia","bat",247,"0","0","0","lost"
"Sri Lanka","India","M","medium","home","Sri Lanka","bat",295,"1","0","0","won"
"West Indies","Sri Lanka","F","low","home","Sri Lanka","bat",193,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","New Zealand","bat",304,"0","0","0","won"
"Pakistan","India","M","medium","home","India","field",286,"0","0","0","lost"
"India","Australia","M","low","home","Australia","field",235,"0","0","0","lost"
"Sri Lanka","West Indies","F","high","away","Sri Lanka","bat",165,"0","0","0","won"
"Pakistan","New Zealand","M","low","home","New Zealand","bat",127,"0","0","0","lost"
"India","New Zealand","M","high","home","New Zealand","bat",221,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","field",192,"1","0","0","won"
"England","India","M","low","home","India","field",276,"0","0","0","lost"
"India","New Zealand","M","low","home","India","bat",376,"0","0","0","won"
"South Africa","India","M","low","home","India","bat",233,"1","0","0","lost"
"England","West Indies","F","high","home","England","field",120,"0","0","0","won"
"India","New Zealand","M","low","home","India","bat",246,"1","0","0","won"
"New Zealand","England","M","low","home","New Zealand","field",219,"0","0","0","won"
"Sri Lanka","Pakistan","M","low","home","Sri Lanka","field",237,"0","0","0","won"
"Bangladesh","Pakistan","F","low","away","Bangladesh","bat",161,"0","0","0","won"
"Australia","India","M","low","away","India","bat",151,"0","1","1","lost"
"New Zealand","India","M","low","home","New Zealand","field",255,"0","0","0","won"
"Pakistan","Sri Lanka","M","high","away","Pakistan","bat",239,"1","0","0","won"
"India","England","F","low","home","India","field",50,"0","0","0","won"
"New Zealand","South Africa","M","medium","away","South Africa","bat",241,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","bat",220,"1","0","0","lost"
"New Zealand","Sri Lanka","M","high","away","Sri Lanka","field",181,"0","0","0","lost"
"South Africa","New Zealand","M","low","home","South Africa","field",114,"1","1","1","won"
"Pakistan","England","M","low","home","England","bat",236,"0","0","0","lost"
"Australia","New Zealand","F","medium","home","New Zealand","field",198,"0","0","0","lost"
"New Zealand","West Indies","M","high","away","New Zealand","field",244,"0","0","0","won"
"Sri Lanka","Zimbabwe","M","high","away","Zimbabwe","field",196,"1","0","0","lost"
"New Zealand","England","F","low","home","New Zealand","field",219,"0","1","1","won"
"Zimbabwe","Bangladesh","M","low","home","Zimbabwe","bat",197,"0","0","0","won"
"Sri Lanka","Pakistan","F","medium","home","Pakistan","field",225,"0","0","0","lost"
"South Africa","Australia","M","low","home","South Africa","bat",326,"0","0","0","won"
"India","Pakistan","M","medium","away","Pakistan","bat",183,"1","0","0","lost"
"New Zealand","Australia","M","low","home","Australia","bat",247,"0","0","0","lost"
"Bangladesh","Pakistan","M","medium","away","Pakistan","bat",319,"0","0","0","lost"
"Bangladesh","India","M","medium","away","India","field",130,"0","0","0","lost"
"Pakistan","West Indies","M","high","away","Pakistan","field",267,"0","0","0","won"
"Pakistan","West Indies","M","low","away","West Indies","bat",260,"1","0","0","lost"
"India","Sri Lanka","M","low","home","Sri Lanka","field",235,"0","0","0","lost"
"Sri Lanka","West Indies","M","high","away","Sri Lanka","field",360,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",218,"1","0","0","lost"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","bat",296,"1","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","field",226,"0","0","0","lost"
"South Africa","Zimbabwe","M","medium","away","South Africa","field",174,"0","0","0","won"
"South Africa","England","F","low","home","South Africa","field",315,"0","0","0","won"
"New Zealand","West Indies","F","high","away","West Indies","bat",96,"0","0","0","lost"
"Australia","Bangladesh","M","low","home","Bangladesh","bat",147,"0","0","0","lost"
"Australia","Pakistan","M","high","away","Pakistan","bat",132,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","bat",305,"1","0","0","won"
"Australia","England","F","low","home","Australia","bat",249,"0","0","0","won"
"Sri Lanka","New Zealand","M","low","home","New Zealand","bat",200,"1","0","0","lost"
"India","Sri Lanka","M","low","home","Sri Lanka","bat",230,"0","0","0","lost"
"New Zealand","Sri Lanka","F","high","home","New Zealand","bat",326,"0","0","0","won"
"England","Australia","M","low","home","Australia","field",320,"0","0","0","lost"
"Australia","Pakistan","M","low","away","Pakistan","field",332,"0","0","0","lost"
"England","Pakistan","M","medium","home","England","field",229,"0","0","0","won"
"Australia","Zimbabwe","M","low","away","Australia","bat",252,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","bat",254,"1","0","0","lost"
"India","Australia","F","low","home","Australia","field",162,"0","0","0","lost"
"England","Sri Lanka","M","low","home","Sri Lanka","field",247,"0","0","0","lost"
"South Africa","England","M","low","home","England","bat",272,"0","0","0","lost"
"Pakistan","West Indies","M","low","home","Pakistan","field",207,"1","1","1","won"
"Sri Lanka","India","M","low","home","India","field",264,"0","0","0","lost"
"England","South Africa","M","low","home","England","field",226,"0","0","0","won"
"Australia","India","M","medium","home","Australia","field",192,"0","0","0","won"
"Australia","England","M","medium","home","Australia","bat",261,"0","0","0","won"
"New Zealand","Australia","F","medium","home","New Zealand","bat",168,"0","0","0","won"
"India","Zimbabwe","M","high","away","India","bat",266,"0","0","0","won"
"India","Sri Lanka","M","low","home","Sri Lanka","bat",244,"0","0","0","lost"
"New Zealand","South Africa","M","medium","away","New Zealand","bat",190,"1","0","0","won"
"India","Pakistan","M","medium","home","Pakistan","field",265,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","New Zealand","bat",280,"0","0","0","won"
"Australia","Zimbabwe","M","medium","home","Australia","bat",291,"1","0","0","won"
"New Zealand","Sri Lanka","M","low","home","Sri Lanka","field",272,"0","0","0","lost"
"England","New Zealand","F","low","home","England","bat",221,"0","0","0","won"
"Bangladesh","India","M","high","away","India","bat",191,"0","0","0","lost"
"South Africa","Sri Lanka","M","low","home","Sri Lanka","bat",228,"1","0","0","lost"
"Bangladesh","Sri Lanka","M","high","away","Sri Lanka","field",124,"0","0","0","lost"
"Pakistan","Bangladesh","M","low","home","Pakistan","bat",323,"0","0","0","won"
"India","Zimbabwe","M","low","home","India","bat",283,"0","0","0","won"
"Zimbabwe","England","M","low","home","Zimbabwe","bat",194,"0","1","1","won"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","field",193,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","bat",208,"1","0","0","lost"
"West Indies","New Zealand","M","low","home","New Zealand","field",238,"0","0","0","lost"
