"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"Ireland","Zimbabwe","male","2008/09","2008/10/17","Tri-Nation Tournament in Kenya","1","Gymkhana Club Ground","Nairobi","true","Zimbabwe","bat","M Erasmus","RB Tiffin","NN Dave","RS Mahanama","Zimbabwe","156","0.1"
"Pakistan","Zimbabwe","male","2007/08","2008/01/21","Zimbabwe in Pakistan ODI Series","1","National Stadium","Karachi","Zimbabwe","field","Nasir Jamshed","EAR de Silva","Zameer Haider","Khalid Mahmood","Riazuddin","BC Broad","Pakistan","104"
"Pakistan","Zimbabwe","male","2007/08","2008/01/24","Zimbabwe in Pakistan ODI Series","2","Niaz Stadium, Hyderabad","Sind","Zimbabwe","bat","Sohail Tanvir","EAR de Silva","Nadeem Ghauri","Ahmed Shahab","Riazuddin","BC Broad","Pakistan","5"
"Pakistan","Zimbabwe","male","2007/08","2008/01/27","Zimbabwe in Pakistan ODI Series","3","Multan Cricket Stadium","","Pakistan","bat","Shahid Afridi","EAR de Silva","Nadeem Ghauri","Zameer Haider","BC Broad","Pakistan","37","0.1"
"Pakistan","Zimbabwe","male","2007/08","2008/01/30","Zimbabwe in Pakistan ODI Series","4","Iqbal Stadium","Faisalabad","Zimbabwe","bat","Shoaib Malik","Aleem Dar","EAR de Silva","Shozab Raza","Zameer Haider","BC Broad","Pakistan","7"
"Pakistan","Zimbabwe","male","2007/08","2008/02/02","Zimbabwe in Pakistan ODI Series","5","Sheikhupura Stadium","","Zimbabwe","bat","Younis Khan","Aleem Dar","EAR de Silva","Anis Siddiqi","Nadeem Ghauri","BC Broad","Pakistan","7"
"Bangladesh","United Arab Emirates","male","2008","2008/06/24","Asia Cup","1","Gaddafi Stadium","Lahore","true","Bangladesh","bat","Mohammad Ashraful","IJ Gould","SJA Taufel","Ahmed Shahab","Zameer Haider","MJ Procter","Bangladesh"
"Pakistan","Hong Kong","male","2008","2008/06/24","Asia Cup","2","National Stadium","Karachi","Pakistan","bat","Sohail Tanvir","AL Hill","BG Jerling","Afzaal Ahmed","AM Saheba","AG Hurst","Pakistan","155"
"Bangladesh","Sri Lanka","male","2008","2008/06/25","Asia Cup","3","Gaddafi Stadium","Lahore","true","Bangladesh","field","KC Sangakkara","IJ Gould","SJA Taufel","Ahsan Raza","Zameer Haider","MJ Procter","Sri Lanka"
"Hong Kong","India","male","2008","2008/06/25","Asia Cup","4","National Stadium","Karachi","true","India","bat","SK Raina","AL Hill","BG Jerling","Saleem Badar","MG Silva","AG Hurst","India"
"Sri Lanka","United Arab Emirates","male","2008","2008/06/26","Asia Cup","6","Gaddafi Stadium","Lahore","true","Sri Lanka","bat","BAW Mendis","IJ Gould","SJA Taufel","Iqbal Butt","AM Saheba","MJ Procter","Sri Lanka"
"Pakistan","India","male","2008","2008/06/26","Asia Cup","5","National Stadium","Karachi","Pakistan","bat","SK Raina","AL Hill","BG Jerling","Rasheed Bhatti","AFM Akhtaruddin","AG Hurst","India","6"
"Bangladesh","India","male","2008","2008/06/28","Asia Cup","7","National Stadium","Karachi","true","Bangladesh","bat","SK Raina","BG Jerling","SJA Taufel","Mian Mohammad Aslam","MG Silva","AG Hurst","India"
"Pakistan","Sri Lanka","male","2008","2008/06/29","Asia Cup","8","National Stadium","Karachi","Pakistan","field","KC Sangakkara","IJ Gould","AL Hill","Shozab Raza","AFM Akhtaruddin","AG Hurst","Sri Lanka","64"
"Bangladesh","Sri Lanka","male","2008","2008/06/30","Asia Cup","9","National Stadium","Karachi","true","Sri Lanka","bat","ST Jayasuriya","BG Jerling","SJA Taufel","Anisur Rahman","AM Saheba","AG Hurst","Sri Lanka"
"Pakistan","India","male","2008","2008/07/02","Asia Cup","10","National Stadium","Karachi","India","bat","Younis Khan","IJ Gould","AL Hill","Iftikhar Malik","AFM Akhtaruddin","AG Hurst","Pakistan","8"
"India","Sri Lanka","male","2008","2008/07/03","Asia Cup","11","National Stadium","Karachi","true","Sri Lanka","bat","MS Dhoni","BG Jerling","SJA Taufel","Zameer Haider","AG Hurst","India","6"
"Pakistan","Bangladesh","male","2008","2008/07/04","Asia Cup","12","National Stadium","Karachi","Bangladesh","bat","Abdur Rauf","IJ Gould","AL Hill","Khalid Mahmood","MG Silva","AG Hurst","Pakistan","10"
"India","Sri Lanka","male","2008","2008/07/06","Asia Cup","National Stadium","Karachi","true","India","field","BAW Mendis","AL Hill","SJA Taufel","Ahsan Raza","Zameer Haider","AG Hurst","Sri Lanka","100"
"Australia","Bangladesh","male","2008","2008/08/30","Bangladesh in Australia ODI Series","1","Marrara Cricket Ground","Darwin","Bangladesh","field","MEK Hussey","PD Parker","AM Saheba","RJ Tucker","BNJ Oxenford","J Srinath","Australia","180"
"Australia","Bangladesh","male","2008","2008/09/03","Bangladesh in Australia ODI Series","2","Marrara Cricket Ground","Darwin","Bangladesh","bat","SE Marsh","BNJ Oxenford","AM Saheba","PD Parker","RJ Tucker","J Srinath","Australia","8"
"Australia","Bangladesh","male","2008","2008/09/06","Bangladesh in Australia ODI Series","3","Marrara Cricket Ground","Darwin","Australia","bat","Tamim Iqbal","PD Parker","AM Saheba","BNJ Oxenford","RJ Tucker","J Srinath","Australia","73"
"Sri Lanka","India","male","2008","2008/08/18","India in Sri Lanka ODI Series","1","Rangiri Dambulla International Stadium","","India","bat","BAW Mendis","EAR de Silva","BR Doctrove","MSK Nandiweera","MG Silva","BC Broad","Sri Lanka","8"
"Sri Lanka","India","male","2008","2008/08/20","India in Sri Lanka ODI Series","2","Rangiri Dambulla International Stadium","","India","field","Z Khan","BR Doctrove","MG Silva","RD Kottahachchi","TH Wijewardene","BC Broad","India","3"
"Sri Lanka","India","male","2008","2008/08/24","India in Sri Lanka ODI Series","3","R Premadasa Stadium","Colombo","India","bat","MS Dhoni","BR Doctrove","TH Wijewardene","WA Senanayake","MG Silva","BC Broad","India","33"
"Sri Lanka","India","male","2008","2008/08/29","India in Sri Lanka ODI Series","5","R Premadasa Stadium","Colombo","Sri Lanka","bat","KMDN Kulasekara","BR Doctrove","TH Wijewardene","WA Senanayake","MG Silva","BC Broad","Sri Lanka","112"
"Pakistan","Bangladesh","male","2007/08","2008/04/08","Bangladesh in Pakistan ODI Series","1","Gaddafi Stadium","Lahore","Pakistan","bat","Mohammad Yousuf","Aleem Dar","SA Bucknor","Ahmed Shahab","Zameer Haider","MJ Procter","Pakistan","152"
"Pakistan","Bangladesh","male","2007/08","2008/04/11","Bangladesh in Pakistan ODI Series","2","Iqbal Stadium","Faisalabad","Bangladesh","bat","Salman Butt","Aleem Dar","SA Bucknor","Iqbal Butt","Nadeem Ghauri","MJ Procter","Pakistan","7"
"Pakistan","Bangladesh","male","2007/08","2008/04/13","Bangladesh in Pakistan ODI Series","3","Gaddafi Stadium","Lahore","Pakistan","bat","Salman Butt","SA Bucknor","Nadeem Ghauri","Zameer Haider","MJ Procter","Pakistan","23","0.1"
"Pakistan","Bangladesh","male","2007/08","2008/04/16","Bangladesh in Pakistan ODI Series","4","Multan Cricket Stadium","","Bangladesh","bat","Shakib Al Hasan","SA Bucknor","Zameer Haider","Shozab Raza","Nadeem Ghauri","MJ Procter","Pakistan","7"
"Pakistan","Bangladesh","male","2007/08","2008/04/19","Bangladesh in Pakistan ODI Series","5","National Stadium","Karachi","Pakistan","bat","Mohammad Asif","SA Bucknor","Nadeem Ghauri","Zameer Haider","MJ Procter","Pakistan","150","0.1"
"Bangladesh","Pakistan","male","2008","2008/06/08","Kitply Cup","1","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Salman Butt","EAR de Silva","Enamul Haque","Tanvir Ahmed","AFM Akhtaruddin","JJ Crowe","Pakistan","70"
"India","Pakistan","male","2008","2008/06/10","Kitply Cup","2","Shere Bangla National Stadium","Mirpur","true","India","bat","V Sehwag","EAR de Silva","Enamul Haque","Anisur Rahman","AFM Akhtaruddin","JJ Crowe","India"
"Bangladesh","India","male","2008","2008/06/12","Kitply Cup","3","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","G Gambhir","EAR de Silva","Nadir Shah","Sharfuddoula","AFM Akhtaruddin","JJ Crowe","India","7"
"India","Pakistan","male","2008","2008/06/14","Kitply Cup","Shere Bangla National Stadium","Mirpur","true","Pakistan","bat","Younis Khan","EAR de Silva","Nadir Shah","Enamul Haque","AFM Akhtaruddin","JJ Crowe","Pakistan","25"
"England","Australia","male","2009","2009/09/04","NatWest Series","1","Kennington Oval","London","England","field","CJ Ferguson","AL Hill","NJ Llong","IJ Gould","PJ Hartley","RS Mahanama","Australia","4"
"England","Australia","male","2009","2009/09/06","NatWest Series","2","Lord's","London","England","field","MG Johnson","IJ Gould","AL Hill","RA Kettleborough","NJ Llong","RS Mahanama","Australia","39"
"England","Australia","male","2009","2009/09/09","NatWest Series","3","The Rose Bowl","Southampton","England","bat","CL White","PJ Hartley","AL Hill","NJ Llong","RA Kettleborough","RS Mahanama","Australia","6"
"England","Australia","male","2009","2009/09/12","NatWest Series","4","Lord's","London","England","bat","B Lee","Asad Rauf","NJ Llong","PJ Hartley","IJ Gould","RS Mahanama","Australia","7"
"England","Australia","male","2009","2009/09/15","NatWest Series","5","Trent Bridge","Nottingham","England","bat","RT Ponting","Asad Rauf","RA Kettleborough","SA Garratt","NJ Llong","RS Mahanama","Australia","4"
"England","Australia","male","2009","2009/09/17","NatWest Series","6","Trent Bridge","Nottingham","Australia","bat","TD Paine","Asad Rauf","NJ Llong","NL Bainton","RA Kettleborough","RS Mahanama","Australia","111"
"England","Australia","male","2009","2009/09/20","NatWest Series","7","Riverside Ground","Chester-le-Street","England","field","GP Swann","Asad Rauf","NJ Llong","RK Illingworth","PJ Hartley","RS Mahanama","England","4"
"South Africa","Bangladesh","male","2008/09","2008/11/07","Bangladesh in South Africa ODI Series","1","Senwes Park","Potchefstroom","South Africa","bat","DW Steyn","M Erasmus","NJ Llong","BG Jerling","IL Howell","RS Mahanama","South Africa","61"
"South Africa","Australia","male","2008/09","2009/04/03","Australia in South Africa ODI Series","1","Kingsmead","Durban","Australia","bat","MEK Hussey","EAR de Silva","RE Koertzen","ZTA Ndamane","BG Jerling","RS Madugalle","Australia","141"
"South Africa","Australia","male","2008/09","2009/04/05","Australia in South Africa ODI Series","2","SuperSport Park","Centurion","Australia","bat","WD Parnell","EAR de Silva","BG Jerling","ZTA Ndamane","RE Koertzen","RS Madugalle","South Africa","7"
"South Africa","Australia","male","2008/09","2009/04/09","Australia in South Africa ODI Series","3","Newlands","Cape Town","South Africa","bat","JH Kallis","EAR de Silva","RE Koertzen","MW Brown","BG Jerling","RS Madugalle","South Africa","25"
"South Africa","Australia","male","2008/09","2009/04/13","Australia in South Africa ODI Series","4","St George's Park","Port Elizabeth","Australia","field","HH Gibbs","EAR de Silva","BG Jerling","MW Brown","RE Koertzen","RS Madugalle","South Africa","61"
"South Africa","Australia","male","2008/09","2009/04/17","Australia in South Africa ODI Series","5","New Wanderers Stadium","Johannesburg","South Africa","field","NM Hauritz","EAR de Silva","RE Koertzen","MW Brown","BG Jerling","RS Madugalle","Australia","47"
"Australia","South Africa","male","2008/09","2009/01/16","South Africa in Australia ODI Series","1","Melbourne Cricket Ground","","Australia","bat","JA Morkel","IJ Gould","BNJ Oxenford","AP Ward","RJ Tucker","RS Madugalle","South Africa","3"
"Australia","South Africa","male","2008/09","2009/01/18","South Africa in Australia ODI Series","2","Bellerive Oval","Hobart","South Africa","field","SE Marsh","IJ Gould","RJ Tucker","SG John","PR Reiffel","RS Madugalle","Australia","5"
"Australia","South Africa","male","2008/09","2009/01/23","South Africa in Australia ODI Series","3","Sydney Cricket Ground","","Australia","bat","JA Morkel","IJ Gould","RJ Tucker","GA Abood","BNJ Oxenford","RS Madugalle","South Africa","3"
"Australia","South Africa","male","2008/09","2009/01/26","South Africa in Australia ODI Series","4","Adelaide Oval","","Australia","bat","AB de Villiers","IJ Gould","DJ Harper","AR Collins","BNJ Oxenford","RS Madugalle","South Africa","8"
"Australia","South Africa","male","2008/09","2009/01/30","South Africa in Australia ODI Series","5","Western Australia Cricket Association Ground","Perth","South Africa","bat","HM Amla","IJ Gould","BNJ Oxenford","AR Craig","PR Reiffel","RS Madugalle","South Africa","39"
"Australia","New Zealand","male","2008/09","2009/02/01","Chappell-Hadlee Trophy","1","Western Australia Cricket Association Ground","Perth","Australia","bat","KD Mills","SA Bucknor","BNJ Oxenford","PR Reiffel","RS Mahanama","New Zealand","2","0.1"
"Australia","New Zealand","male","2008/09","2009/02/06","Chappell-Hadlee Trophy","2","Melbourne Cricket Ground","","New Zealand","field","MJ Clarke","SA Bucknor","PR Reiffel","GC Joshua","RJ Tucker","RS Mahanama","New Zealand","6"
"Australia","New Zealand","male","2008/09","2009/02/08","Chappell-Hadlee Trophy","3","Sydney Cricket Ground","","New Zealand","field","BJ Haddin","SA Bucknor","SJA Taufel","RJ Tucker","RS Mahanama","Australia","32","0.1"
"Australia","New Zealand","male","2008/09","2009/02/10","Chappell-Hadlee Trophy","4","Adelaide Oval","","New Zealand","bat","DJ Hussey","SA Bucknor","SJ Davis","PR Reiffel","RS Mahanama","Australia","6","0.1"
"Australia","New Zealand","male","2008/09","2009/02/13","Chappell-Hadlee Trophy","5","Brisbane Cricket Ground, Woolloongabba","Brisbane","New Zealand","field","SA Bucknor","RJ Tucker","NS McNamara","BNJ Oxenford","RS Mahanama","no result","0.1","BJ Haddin"
"West Indies","England","male","2008/09","2009/03/20","England in West Indies ODI Series","1","Providence Stadium","Guyana","England","bat","PD Collingwood","Aleem Dar","CR Duncan","D Somwaru","CE Mack","J Srinath","England","1"
"West Indies","England","male","2008/09","2009/03/22","England in West Indies ODI Series","2","Providence Stadium","Guyana","West Indies","bat","S Chanderpaul","Aleem Dar","CR Duncan","D Somwaru","CE Mack","J Srinath","West Indies","21"
"West Indies","England","male","2008/09","2009/03/27","England in West Indies ODI Series","3","Kensington Oval, Bridgetown","Barbados","West Indies","field","DJ Bravo","SA Bucknor","SJ Davis","VV Bullen","NA Malcolm","J Srinath","West Indies","8"
"West Indies","England","male","2008/09","2009/03/29","England in West Indies ODI Series","4","Kensington Oval, Bridgetown","Barbados","England","field","AJ Strauss","SA Bucknor","SJ Davis","VV Bullen","NA Malcolm","J Srinath","England","9"
"West Indies","England","male","2008/09","2009/04/03","England in West Indies ODI Series","5","Beausejour Stadium, Gros Islet","St Lucia","West Indies","field","A Flintoff","SJ Davis","NA Malcolm","CE Mack","GE Greaves","J Srinath","England","26"
"South Africa","Kenya","male","2008/09","2008/10/31","Kenya in South Africa ODI Series","1","OUTsurance Oval","Bloemfontein","South Africa","bat","JP Duminy","M Erasmus","NJ Llong","BDA Westraadt","BG Jerling","RS Mahanama","South Africa","159"
"India","England","male","2008/09","2008/11/14","England in India ODI Series","1","Madhavrao Scindia Cricket Ground","Rajkot","England","field","Yuvraj Singh","AM Saheba","RB Tiffin","MR Singh","SL Shastri","RS Mahanama","India","158"
"India","England","male","2008/09","2008/11/17","England in India ODI Series","2","Maharani Usharaje Trust Cricket Ground","Indore","India","bat","Yuvraj Singh","AM Saheba","RB Tiffin","S Dua","SL Shastri","RS Mahanama","India","54"
"India","England","male","2008/09","2008/11/20","England in India ODI Series","3","Green Park","Kanpur","England","bat","Harbhajan Singh","AM Saheba","RB Tiffin","BS Bhatti","SL Shastri","RS Mahanama","India","16"
"India","England","male","2008/09","2008/11/23","England in India ODI Series","4","M Chinnaswamy Stadium","Bangalore","England","field","V Sehwag","DJ Harper","AM Saheba","S Ravi","SK Tarapore","RS Mahanama","India","19"
"India","England","male","2008/09","2008/11/26","England in India ODI Series","5","Barabati Stadium","Cuttack","India","field","V Sehwag","DJ Harper","AM Saheba","UL Dubey","SK Tarapore","RS Mahanama","India","6"
"Sri Lanka","India","male","2008","2008/08/27","India in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","India","bat","SK Raina","BR Doctrove","MG Silva","HDPK Dharmasena","TH Wijewardene","BC Broad","India","46"
"New Zealand","India","male","2008/09","2009/03/03","India in New Zealand ODI Series","1","McLean Park","Napier","India","bat","MS Dhoni","AL Hill","RE Koertzen","EA Watkin","GAV Baxter","RS Madugalle","India","53"
"New Zealand","India","male","2008/09","2009/03/11","India in New Zealand ODI Series","4","Seddon Park","Hamilton","New Zealand","bat","V Sehwag","GAV Baxter","RE Koertzen","CB Gaffaney","EA Watkin","RS Madugalle","India","84"
"New Zealand","India","male","2008/09","2009/03/14","India in New Zealand ODI Series","5","Eden Park","Auckland","India","bat","JD Ryder","GAV Baxter","RE Koertzen","WR Knights","EA Watkin","RS Madugalle","New Zealand","8"
"New Zealand","India","male","2008/09","2009/03/06","India in New Zealand ODI Series","2","Westpac Stadium","Wellington","India","bat","RE Koertzen","EA Watkin","WR Knights","GAV Baxter","RS Madugalle","no result","0.1","SR Tendulkar"
"New Zealand","India","male","2008/09","2009/03/08","India in New Zealand ODI Series","3","AMI Stadium","Christchurch","New Zealand","field","SR Tendulkar","GAV Baxter","RE Koertzen","DM Quested","EA Watkin","RS Madugalle","India","58"
"New Zealand","West Indies","male","2008/09","2008/12/31","West Indies in New Zealand ODI Series","1","Queenstown Events Centre","","New Zealand","field","MR Benson","AL Hill","DJ Walker","EA Watkin","J Srinath","no result","0.1","S Chattergoon"
"New Zealand","West Indies","male","2008/09","2009/01/07","West Indies in New Zealand ODI Series","3","Westpac Stadium","Wellington","New Zealand","field","DL Vettori","MR Benson","AL Hill","EA Watkin","GAV Baxter","J Srinath","New Zealand","7"
"Pakistan","West Indies","male","2008/09","2008/11/12","Pakistan v West Indies ODI Series","1","Sheikh Zayed Stadium","Abu Dhabi","true","West Indies","bat","CH Gayle","MR Benson","SJ Davis","DJ Harper","MJ Procter","Pakistan","4"
"Pakistan","West Indies","male","2008/09","2008/11/14","Pakistan v West Indies ODI Series","2","Sheikh Zayed Stadium","Abu Dhabi","true","Pakistan","bat","Sohail Tanvir","SJ Davis","DJ Harper","MR Benson","MJ Procter","Pakistan","24"
"Zimbabwe","Sri Lanka","male","2008/09","2008/11/20","Sri Lanka in Zimbabwe ODI Series","1","Harare Sports Club","","Sri Lanka","field","M Muralitharan","Aleem Dar","KC Barbour","TJ Tapfumaneyi","O Chirombe","MJ Procter","Sri Lanka","6"
"Zimbabwe","Sri Lanka","male","2008/09","2008/11/22","Sri Lanka in Zimbabwe ODI Series","2","Harare Sports Club","","Zimbabwe","bat","BAW Mendis","Aleem Dar","KC Barbour","TJ Tapfumaneyi","O Chirombe","MJ Procter","Sri Lanka","9"
"Zimbabwe","Sri Lanka","male","2008/09","2008/11/24","Sri Lanka in Zimbabwe ODI Series","3","Harare Sports Club","","Zimbabwe","field","H Masakadza","Aleem Dar","RB Tiffin","KC Barbour","MJ Procter","Sri Lanka","5","0.1"
"Zimbabwe","Sri Lanka","male","2008/09","2008/11/30","Sri Lanka in Zimbabwe ODI Series","5","Harare Sports Club","","Zimbabwe","field","M Muralitharan","KC Barbour","RB Tiffin","ET Dube","TJ Tapfumaneyi","MJ Procter","Sri Lanka","19"
"West Indies","India","male","2009","2009/06/26","India in West Indies ODI Series","1","Sabina Park, Kingston","Jamaica","India","bat","Yuvraj Singh","NJ Llong","NA Malcolm","C Fletcher","CE Mack","BC Broad","India","20"
"West Indies","India","male","2009","2009/06/28","India in West Indies ODI Series","2","Sabina Park, Kingston","Jamaica","India","bat","R Rampaul","NJ Llong","NA Malcolm","C Fletcher","CE Mack","BC Broad","West Indies","8"
"West Indies","India","male","2009","2009/07/03","India in West Indies ODI Series","3","Beausejour Stadium, Gros Islet","St Lucia","India","field","MS Dhoni","CR Duncan","NJ Llong","VV Bullen","GE Greaves","BC Broad","India","6"
"West Indies","India","male","2009","2009/07/05","India in West Indies ODI Series","4","Beausejour Stadium, Gros Islet","St Lucia","India","field","CR Duncan","NJ Llong","VV Bullen","GE Greaves","BC Broad","no result","0.1","RS Morton"
"Bangladesh","Zimbabwe","male","2008/09","2009/01/10","Tri-Nation Tournament in Bangladesh","1","Shere Bangla National Stadium","Mirpur","Bangladesh","field","E Chigumbura","BR Doctrove","Nadir Shah","Enamul Haque","AFM Akhtaruddin","AG Hurst","Zimbabwe","38"
"Bangladesh","Sri Lanka","male","2008/09","2009/01/14","Tri-Nation Tournament in Bangladesh","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Shakib Al Hasan","BR Doctrove","Nadir Shah","Sharfuddoula","AFM Akhtaruddin","AG Hurst","Bangladesh","5"
"Bangladesh","Zimbabwe","male","2008/09","2009/01/23","Zimbabwe in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Mashrafe Mortaza","Enamul Haque","Zameer Haider","Sharfuddoula","AFM Akhtaruddin","AG Hurst","Bangladesh","6"
"England","West Indies","male","2009","2009/05/24","NatWest Series","2","County Ground","Bristol","England","field","PD Collingwood","EAR de Silva","PJ Hartley","NJ Llong","IJ Gould","AJ Pycroft","England","6"
"England","West Indies","male","2009","2009/05/26","NatWest Series","3","Edgbaston","Birmingham","West Indies","field","MJ Prior","SJ Davis","IJ Gould","PJ Hartley","NJ Llong","AJ Pycroft","England","58"
"Ireland","England","male","2009","2009/08/27","Civil Service Cricket Club, Stormont","Belfast","England","bat","DT Johnston","Asad Rauf","PK Baldwin","M Hawthorne","RS Madugalle","England","3","D/L","0.1","JL Denly"
"Kenya","Zimbabwe","male","2008/09","2009/01/31","Zimbabwe in Kenya ODI Series","3","Gymkhana Club Ground","Nairobi","Kenya","bat","SR Modi","TH Wijewardene","NN Dave","JJ Crowe","Zimbabwe","4","0.1","KO Otieno"
"Pakistan","Sri Lanka","male","2008/09","2009/01/20","Sri Lanka in Pakistan ODI Series","1","National Stadium","Karachi","Sri Lanka","bat","Salman Butt","NJ Llong","Nadeem Ghauri","Saleem Badar","Ahsan Raza","BC Broad","Pakistan","8"
"Pakistan","Sri Lanka","male","2008/09","2009/01/21","Sri Lanka in Pakistan ODI Series","2","National Stadium","Karachi","Pakistan","field","TM Dilshan","Asad Rauf","NJ Llong","Rasheed Bhatti","BC Broad","Sri Lanka","129","0.1"
"Pakistan","Sri Lanka","male","2008/09","2009/01/24","Sri Lanka in Pakistan ODI Series","3","Gaddafi Stadium","Lahore","Sri Lanka","bat","TM Dilshan","Asad Rauf","NJ Llong","Nadeem Ghauri","BC Broad","Sri Lanka","234","0.1"
"Sri Lanka","India","male","2008/09","2009/01/28","India in Sri Lanka ODI Series","1","Rangiri Dambulla International Stadium","","India","field","ST Jayasuriya","HDPK Dharmasena","BG Jerling","SSK Gallage","MG Silva","BC Broad","India","6"
"Sri Lanka","India","male","2008/09","2009/01/31","India in Sri Lanka ODI Series","2","R Premadasa Stadium","Colombo","India","bat","I Sharma","BG Jerling","MG Silva","WA Senanayake","HDPK Dharmasena","BC Broad","India","15"
"Sri Lanka","India","male","2008/09","2009/02/03","India in Sri Lanka ODI Series","3","R Premadasa Stadium","Colombo","India","bat","Yuvraj Singh","BG Jerling","MG Silva","PG Liyanage","HDPK Dharmasena","BC Broad","India","147"
"Sri Lanka","India","male","2008/09","2009/02/05","India in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","India","bat","G Gambhir","HDPK Dharmasena","BG Jerling","MSK Nandiweera","MG Silva","BC Broad","India","67"
"Sri Lanka","India","male","2008/09","2009/02/08","India in Sri Lanka ODI Series","5","R Premadasa Stadium","Colombo","Sri Lanka","bat","KC Sangakkara","BG Jerling","TH Wijewardene","RD Kottahachchi","HDPK Dharmasena","BC Broad","Sri Lanka","68"
"South Africa","England","male","2009/10","2009/11/22","England in South Africa ODI Series","2","SuperSport Park","Centurion","England","field","PD Collingwood","BG Jerling","RJ Tucker","JD Cloete","M Erasmus","J Srinath","England","7"
"South Africa","England","male","2009/10","2009/11/27","England in South Africa ODI Series","3","Newlands","Cape Town","South Africa","bat","AB de Villiers","M Erasmus","RJ Tucker","JD Cloete","BG Jerling","J Srinath","South Africa","112"
"South Africa","England","male","2009/10","2009/11/29","England in South Africa ODI Series","4","St George's Park","Port Elizabeth","South Africa","bat","JM Anderson","BG Jerling","RJ Tucker","M Erasmus","JD Cloete","J Srinath","England","7"
"Ireland","Scotland","male","2009","2009/04/01","ICC World Cup Qualifiers","4","Willowmoore Park","Benoni","true","Ireland","field","WTS Porterfield","M Erasmus","AM Saheba","KC Barbour","BC Broad","Ireland","7"
"Canada","Scotland","male","2009","2009/04/08","ICC World Cup Qualifiers","27","Willowmoore Park","Benoni","true","Scotland","field","A Bagai","M Erasmus","RJ Tucker","Sarika Prasad","BC Broad","Canada","148"
"Afghanistan","Scotland","male","2009","2009/04/19","ICC World Cup Qualifiers","Willowmoore Park","Benoni","true","Afghanistan","bat","Mohammad Nabi","GAV Baxter","Enamul Haque","KH Hurter","BC Broad","Afghanistan","89","0.1"
"Australia","Pakistan","male","2009","2009/04/22","Australia v Pakistan ODI Series","1","Dubai Sports City Cricket Stadium","","true","Australia","bat","Shahid Afridi","BF Bowden","Nadeem Ghauri","Zameer Haider","Asad Rauf","JJ Crowe","Pakistan"
"Australia","Pakistan","male","2009","2009/04/24","Australia v Pakistan ODI Series","2","Dubai Sports City Cricket Stadium","","true","Pakistan","bat","A Symonds","Asad Rauf","BF Bowden","Nadeem Ghauri","Zameer Haider","JJ Crowe","Australia"
"Australia","Pakistan","male","2009","2009/04/27","Australia v Pakistan ODI Series","3","Sheikh Zayed Stadium","Abu Dhabi","true","Australia","bat","MJ Clarke","Asad Rauf","BF Bowden","Zameer Haider","Nadeem Ghauri","JJ Crowe","Australia"
"Australia","Pakistan","male","2009","2009/05/01","Australia v Pakistan ODI Series","4","Sheikh Zayed Stadium","Abu Dhabi","true","Pakistan","bat","DE Bollinger","Aleem Dar","BF Bowden","Nadeem Ghauri","Zameer Haider","JJ Crowe","Australia"
"Australia","Pakistan","male","2009","2009/05/03","Australia v Pakistan ODI Series","5","Sheikh Zayed Stadium","Abu Dhabi","true","Australia","bat","Kamran Akmal","Aleem Dar","BF Bowden","Zameer Haider","Nadeem Ghauri","JJ Crowe","Pakistan"
"West Indies","Bangladesh","male","2009","2009/07/26","Bangladesh in West Indies ODI Series","1","Windsor Park, Roseau","Dominica","West Indies","field","Abdur Razzak","BR Doctrove","AL Hill","NA Malcolm","CR Duncan","RS Mahanama","Bangladesh","52"
"West Indies","Bangladesh","male","2009","2009/07/28","Bangladesh in West Indies ODI Series","2","Windsor Park, Roseau","Dominica","West Indies","bat","Shakib Al Hasan","BR Doctrove","AL Hill","CR Duncan","NA Malcolm","RS Mahanama","Bangladesh","3"
"West Indies","Bangladesh","male","2009","2009/07/31","Bangladesh in West Indies ODI Series","3","Warner Park, Basseterre","St Kitts","West Indies","bat","Mahmudullah","CR Duncan","AL Hill","CE Mack","NA Malcolm","RS Mahanama","Bangladesh","3"
"Sri Lanka","Pakistan","male","2009","2009/07/30","Pakistan in Sri Lanka ODI Series","1","Rangiri Dambulla International Stadium","","Pakistan","field","M Muralitharan","SJ Davis","EAR de Silva","AG Dissanayake","HDPK Dharmasena","AG Hurst","Sri Lanka","36"
"Sri Lanka","Pakistan","male","2009","2009/08/01","Pakistan in Sri Lanka ODI Series","2","Rangiri Dambulla International Stadium","","Sri Lanka","field","CK Kapugedera","SJ Davis","HDPK Dharmasena","PG Liyanage","EAR de Silva","AG Hurst","Sri Lanka","6"
"Sri Lanka","Pakistan","male","2009","2009/08/03","Pakistan in Sri Lanka ODI Series","3","Rangiri Dambulla International Stadium","","Sri Lanka","field","DPMD Jayawardene","SJ Davis","EAR de Silva","MSK Nandiweera","HDPK Dharmasena","AG Hurst","Sri Lanka","6"
